importe,year,title_encoded,entidad_encoded,proveedor_encoded,importe_categoria,facturas_por_proveedor,importe_promedio_por_año,importe_relativo_al_proveedor,diferencia_con_media_importe
37.97,2017,3215,97,243,bajo,753,18449.532506666666,0.21082263891947922,-23396.502904
36.78,2017,3050,97,243,bajo,753,18449.532506666666,0.20421534525832094,-23397.692904000003
602.75,2013,3274,97,243,medio,753,11912.799832258064,3.3466775245908904,-22831.722904000002
37.13,2013,2856,80,243,bajo,753,11912.799832258064,0.2061586669233675,-23397.342904
2621.25,2015,2326,124,243,alto,753,18935.184909793814,14.5540911842951,-20813.222904000002
60.98,2014,2859,80,243,bajo,753,12795.017135614702,0.33858215752725423,-23373.492904000002
47.52,2013,2866,80,243,bajo,753,11912.799832258064,0.2638475586371781,-23386.952904
37.97,2014,3159,97,243,bajo,753,12795.017135614702,0.21082263891947922,-23396.502904
397.37,2013,3278,108,243,bajo,753,11912.799832258064,2.2063363715415716,-23037.102904000003
92.99,2017,5456,30,243,bajo,753,18449.532506666666,0.5163128046647978,-23341.482904
68.05,2014,3015,97,243,bajo,753,12795.017135614702,0.37783725516119465,-23366.422904000003
55.18,2013,3150,97,243,bajo,753,11912.799832258064,0.3063785413636256,-23379.292904
27.43,2019,2829,80,243,bajo,753,10601.82814473684,0.1523008950635058,-23407.042904
332.99,2021,1725,85,243,bajo,753,27085.747595419845,1.8488762321252934,-23101.482904
68.98,2014,4132,47,243,bajo,753,12795.017135614702,0.38300093844260413,-23365.492904000002
108.32,2013,3242,97,243,bajo,753,11912.799832258064,0.6014302935938369,-23326.152904000002
27.59,2014,3048,97,243,bajo,753,12795.017135614702,0.1531892706818128,-23406.882904000002
293.39,2014,3026,97,243,bajo,753,12795.017135614702,1.6290032665943115,-23141.082904000003
396.19,2013,3267,97,243,bajo,753,11912.799832258064,2.199784601356557,-23038.282904000003
9.2,2016,3122,97,243,bajo,753,13520.933636363638,0.051081598052652326,-23425.272904
159.89,2019,3131,97,243,bajo,753,10601.82814473684,0.8877648600694109,-23274.582904000003
57.52,2022,6198,97,243,bajo,753,28270.918252788106,0.31937103478136547,-23376.952904
175.83,2022,6189,97,243,bajo,753,28270.918252788106,0.9762692810432456,-23258.642904
260.24,2020,1624,124,243,bajo,753,58496.831775956285,1.4449429431763308,-23174.232904
127.9,2019,3083,97,243,bajo,753,10601.82814473684,0.7101452598841558,-23306.572904
77.02,2021,2845,124,243,bajo,753,27085.747595419845,0.4276418132625307,-23357.452904
15.14,2021,2993,47,243,bajo,753,27085.747595419845,0.0840625428822996,-23419.332904000003
48.31,2024,6161,97,243,bajo,753,44752.81413533835,0.26823391325256896,-23386.162904
24.16,2024,6160,97,243,bajo,753,44752.81413533835,0.13414471836435657,-23410.312904000002
64.02,2023,3400,80,243,bajo,753,23087.897503337783,0.35546129427508716,-23370.452904
17.56,2024,6092,97,243,bajo,753,44752.81413533835,0.09749922410919291,-23416.912904
103.73,2024,5456,30,243,bajo,753,44752.81413533835,0.575945018043655,-23330.742904000002
89.93,2020,6219,97,243,bajo,753,58496.831775956285,0.49932262096467656,-23344.542904
78.76,2021,3298,80,243,bajo,753,27085.747595419845,0.4373028981116193,-23355.712904000004
18.4,2018,3011,97,243,bajo,753,18593.686696891193,0.10216319610530465,-23416.072904
35.11,2023,6077,97,243,bajo,753,23087.897503337783,0.19494292474224167,-23399.362904
9.2,2018,3126,97,243,bajo,753,18593.686696891193,0.051081598052652326,-23425.272904
56.35,2017,3250,97,243,bajo,753,18449.532506666666,0.3128747880724955,-23378.122904000003
86.48,2017,3104,97,243,bajo,753,18449.532506666666,0.4801670216949319,-23347.992904000002
47.16,2018,3258,97,243,bajo,753,18593.686696891193,0.2618487134959874,-23387.312904000002
296.73,2018,2923,109,243,bajo,753,18593.686696891193,1.6475481076264704,-23137.742904000002
4.6,2018,3120,97,243,bajo,753,18593.686696891193,0.025540799026326163,-23429.872904000003
45.98,2018,3049,97,243,bajo,753,18593.686696891193,0.25529694331097325,-23388.492904000002
57.52,2021,6199,97,243,bajo,753,27085.747595419845,0.31937103478136547,-23376.952904
47.52,2016,3305,80,243,bajo,753,13520.933636363638,0.2638475586371781,-23386.952904
67.09,2022,2946,80,243,bajo,753,28270.918252788106,0.37250700145135274,-23367.382904000002
270.4,2019,6124,97,243,bajo,753,10601.82814473684,1.5013547949388248,-23164.072904
68.09,2019,6174,97,243,bajo,753,10601.82814473684,0.37805934906577143,-23366.382904000002
12.97,2023,6115,97,243,bajo,753,23087.897503337783,0.07201394855901096,-23421.502904
18.39,2019,6211,97,243,bajo,753,10601.82814473684,0.10210767262916047,-23416.082904000003
21.73,2022,2994,29,243,bajo,753,28270.918252788106,0.12065251366131904,-23412.742904000002
5.46,2023,6233,97,243,bajo,753,23087.897503337783,0.030315817974726274,-23429.012904000003
144.91,2013,3125,97,243,bajo,753,11912.799832258064,0.8045906928054184,-23289.562904000002
9.2,2017,3119,97,243,bajo,753,18449.532506666666,0.051081598052652326,-23425.272904
15.6,2021,3302,80,243,bajo,753,27085.747595419845,0.0866166227849322,-23418.872904000003
45.59,2021,3294,80,243,bajo,753,27085.747595419845,0.25313152774135,-23388.882904000002
123.27,2021,6179,97,243,bajo,753,27085.747595419845,0.6844378904293971,-23311.202904
107.59,2012,2850,109,243,bajo,753,9574.647017291067,0.5973770798353113,-23326.882904000002
54.17,2012,3023,97,243,bajo,753,9574.647017291067,0.3007706702730627,-23380.302904000004
180.3,2020,6163,97,243,bajo,753,58496.831775956285,1.0010882748796974,-23254.172904000003
68.09,2016,3116,97,243,bajo,753,13520.933636363638,0.37805934906577143,-23366.382904000002
259.26,2020,6154,97,243,bajo,753,58496.831775956285,1.4395016425142002,-23175.212904000004
101.43,2022,3285,109,243,bajo,753,28270.918252788106,0.563174618530492,-23333.042904
164.71,2022,6228,97,243,bajo,753,28270.918252788106,0.9145271755709093,-23269.762904000003
262.67,2022,2945,77,243,bajo,753,28270.918252788106,1.4584351478793682,-23171.802904000004
18.4,2017,3008,97,243,bajo,753,18449.532506666666,0.10216319610530465,-23416.072904
60.98,2013,2860,80,243,bajo,753,11912.799832258064,0.33858215752725423,-23373.492904000002
27.59,2021,3277,97,243,bajo,753,27085.747595419845,0.1531892706818128,-23406.882904000002
159.89,2016,3130,97,243,bajo,753,13520.933636363638,0.8877648600694109,-23274.582904000003
88.66,2023,6108,97,243,bajo,753,23087.897503337783,0.49227113949436474,-23345.812904000002
343.97,2015,3087,97,243,bajo,753,18935.184909793814,1.9098410089316114,-23090.502904
193.45,2014,3264,97,243,bajo,753,12795.017135614702,1.0741016460093036,-23241.022904
9.2,2019,6126,97,243,bajo,753,10601.82814473684,0.051081598052652326,-23425.272904
247.03,2018,2926,124,243,bajo,753,18593.686696891193,1.3715964311898592,-23187.442904000003
27.59,2014,3046,97,243,bajo,753,12795.017135614702,0.1531892706818128,-23406.882904000002
37.97,2016,3157,97,243,bajo,753,13520.933636363638,0.21082263891947922,-23396.502904
47.52,2014,3306,80,243,bajo,753,12795.017135614702,0.2638475586371781,-23386.952904
22.28,2013,2855,80,243,bajo,753,11912.799832258064,0.12370630484924934,-23412.192904000003
477.6,2022,6235,97,243,bajo,753,28270.918252788106,2.6518012206463863,-22956.872904000003
18.39,2019,6203,97,243,bajo,753,10601.82814473684,0.10210767262916047,-23416.082904000003
519.99,2019,6166,97,243,medio,753,10601.82814473684,2.8871652360215965,-22914.482904
100.54,2023,6078,97,243,bajo,753,23087.897503337783,0.5582330291536594,-23333.932904
185.71,2023,6514,85,243,bajo,753,23087.897503337783,1.0311264754737026,-23248.762904000003
76.21,2022,6052,97,243,bajo,753,28270.918252788106,0.4231444116948515,-23358.262904000003
527.61,2018,5444,31,243,medio,753,18593.686696891193,2.929474124843467,-22906.862904
89.93,2019,6162,97,243,bajo,753,10601.82814473684,0.49932262096467656,-23344.542904
75.94,2019,6143,97,243,bajo,753,10601.82814473684,0.42164527783895844,-23358.532904000003
265.6,2018,5454,30,243,bajo,753,18593.686696891193,1.4747035263896153,-23168.872904000003
31.51,2019,3300,80,243,bajo,753,10601.82814473684,0.17495447333033423,-23402.962904000004
32.2,2020,3300,80,243,bajo,753,58496.831775956285,0.17878559318428316,-23402.272904
264.66,2023,577,77,243,bajo,753,23087.897503337783,1.4694843196320617,-23169.812904000002
55.18,2013,3021,97,243,bajo,753,11912.799832258064,0.3063785413636256,-23379.292904
153.05,2018,3293,80,243,bajo,753,18593.686696891193,0.8497868023867869,-23281.422904000003
100.54,2012,3211,97,243,bajo,753,9574.647017291067,0.5582330291536594,-23333.932904
89.93,2015,3235,97,243,bajo,753,18935.184909793814,0.49932262096467656,-23344.542904
30.49,2017,3301,80,243,bajo,753,18449.532506666666,0.16929107876362712,-23403.982904
325.48,2020,5489,124,243,bajo,753,58496.831775956285,1.8071781015410089,-23108.992904000002
118.83,2021,953,111,243,bajo,753,27085.747595419845,0.6597854670213779,-23315.642904
55.18,2014,3197,97,243,bajo,753,12795.017135614702,0.3063785413636256,-23379.292904
56.35,2017,3248,97,243,bajo,753,18449.532506666666,0.3128747880724955,-23378.122904000003
28.67,2013,4126,47,243,bajo,753,11912.799832258064,0.15918580610538505,-23405.802904000004
556.5,2014,2941,77,243,medio,753,12795.017135614702,3.089881447424024,-22877.972904000002
59.47,2014,2854,80,243,bajo,753,12795.017135614702,0.33019811262948195,-23375.002904
18.39,2020,6204,97,243,bajo,753,58496.831775956285,0.10210767262916047,-23416.082904000003
192.63,2014,3071,97,243,bajo,753,12795.017135614702,1.0695487209654801,-23241.842904
74.55,2014,3101,97,243,bajo,753,12795.017135614702,0.4139275146549164,-23359.922904000003
1314.46,2013,4464,104,243,medio,753,11912.799832258064,7.298338845248846,-22120.012904000003
9.2,2019,3124,97,243,bajo,753,10601.82814473684,0.051081598052652326,-23425.272904
169.9,2017,3359,109,243,bajo,753,18449.532506666666,0.9433438596897425,-23264.572904
71.12,2012,2921,124,243,bajo,753,9574.647017291067,0.39488296233746023,-23363.352904000003
108.32,2013,3246,97,243,bajo,753,11912.799832258064,0.6014302935938369,-23326.152904000002
80.85,2019,3288,80,243,bajo,753,10601.82814473684,0.4489073046257544,-23353.622904000003
15.47,2021,3303,80,243,bajo,753,27085.747595419845,0.08589481759505778,-23419.002904
427.74,2024,6516,85,243,bajo,753,44752.81413533835,2.374961168591468,-23006.732904
48.31,2024,6130,97,243,bajo,753,44752.81413533835,0.26823391325256896,-23386.162904
20.13,2024,6139,97,243,bajo,753,44752.81413533835,0.11176875747824906,-23414.342904
35.11,2024,6072,97,243,bajo,753,44752.81413533835,0.19494292474224167,-23399.362904
29.04,2024,6082,97,243,bajo,753,44752.81413533835,0.16124017472271995,-23405.432904
29.04,2023,6057,97,243,bajo,753,23087.897503337783,0.16124017472271995,-23405.432904
17.56,2024,6094,97,243,bajo,753,44752.81413533835,0.09749922410919291,-23416.912904
26.4,2024,6089,97,243,bajo,753,44752.81413533835,0.1465819770206545,-23408.072904
17.56,2024,6093,97,243,bajo,753,44752.81413533835,0.09749922410919291,-23416.912904
43.96,2025,6104,97,243,bajo,753,80751.64195876289,0.24408120112984744,-23390.512904000003
45.98,2020,6134,97,243,bajo,753,58496.831775956285,0.25529694331097325,-23388.492904000002
37.97,2018,3160,97,243,bajo,753,18593.686696891193,0.21082263891947922,-23396.502904
47.53,2021,2851,124,243,bajo,753,27085.747595419845,0.2639030821133223,-23386.942904000003
159.89,2018,3133,97,243,bajo,753,18593.686696891193,0.8877648600694109,-23274.582904000003
72.93,2017,4116,124,243,bajo,753,18449.532506666666,0.4049327115195581,-23361.542904
2447.92,2019,1623,124,243,alto,753,10601.82814473684,13.591702772287901,-20986.552904000004
383.8,2023,572,115,243,bajo,753,23087.897503337783,2.130991014413909,-23050.672904000003
101.43,2023,2980,109,243,bajo,753,23087.897503337783,0.563174618530492,-23333.042904
73.57,2017,3053,97,243,bajo,753,18449.532506666666,0.40848621399278606,-23360.902904000002
106.28,2017,3187,97,243,bajo,753,18449.532506666666,0.5901035044604228,-23328.192904000003
47.16,2017,3257,97,243,bajo,753,18449.532506666666,0.2618487134959874,-23387.312904000002
68.15,2023,6230,97,243,bajo,753,23087.897503337783,0.3783924899226366,-23366.322904
96.39,2012,2951,124,243,bajo,753,9574.647017291067,0.5351907865538216,-23338.082904000003
386.98,2012,3259,97,243,bajo,753,9574.647017291067,2.148647479827761,-23047.492904000002
48.3,2021,6125,97,243,bajo,753,27085.747595419845,0.2681783897764247,-23386.172904000003
386.33,2012,3058,97,243,bajo,753,9574.647017291067,2.1450384538783887,-23048.142904
326.25,2015,3034,97,243,bajo,753,18935.184909793814,1.8114534092041112,-23108.222904000002
37.97,2018,3158,97,243,bajo,753,18593.686696891193,0.21082263891947922,-23396.502904
18.39,2016,3221,97,243,bajo,753,13520.933636363638,0.10210767262916047,-23416.082904000003
486.55,2019,6186,97,243,bajo,753,10601.82814473684,2.701494731795434,-22947.922904000003
50.19,2020,3306,80,243,bajo,753,58496.831775956285,0.2786723267676761,-23384.282904000003
150.85,2017,3167,97,243,bajo,753,18449.532506666666,0.8375716376350656,-23283.622904000003
91.08,2016,3295,80,243,bajo,753,13520.933636363638,0.5057078207212581,-23343.392904
7.68,2015,3140,97,243,bajo,753,18935.184909793814,0.04264202967873586,-23426.792904
214.91,2023,6070,97,243,bajo,753,23087.897503337783,1.1932550258147296,-23219.562904000002
30.49,2016,2983,80,243,bajo,753,13520.933636363638,0.16929107876362712,-23403.982904
47.52,2015,3306,80,243,bajo,753,18935.184909793814,0.2638475586371781,-23386.952904
49.3,2012,3036,97,243,bajo,753,9574.647017291067,0.27373073739084347,-23385.172904000003
94.38,2015,2916,124,243,bajo,753,18935.184909793814,0.5240305678488398,-23340.092904
213.02,2016,2431,68,243,bajo,753,13520.933636363638,1.1827610888234783,-23221.452904
46.86,2017,3090,97,243,bajo,753,18449.532506666666,0.26018300921166176,-23387.612904
105.22,2012,2919,124,243,bajo,753,9574.647017291067,0.5842180159891389,-23329.252904
22.28,2014,2864,80,243,bajo,753,12795.017135614702,0.12370630484924934,-23412.192904000003
115.48,2019,6190,97,243,bajo,753,10601.82814473684,0.6411851025130751,-23318.992904000002
258.43,2015,2944,108,243,bajo,753,18935.184909793814,1.4348931939942329,-23176.042904
18.4,2019,6200,97,243,bajo,753,10601.82814473684,0.10216319610530465,-23416.072904
60.98,2013,2869,80,243,bajo,753,11912.799832258064,0.33858215752725423,-23373.492904000002
182.05,2012,2953,124,243,bajo,753,9574.647017291067,1.0108048832049301,-23252.422904000003
2621.25,2015,748,124,243,alto,753,18935.184909793814,14.5540911842951,-20813.222904000002
37.97,2016,3154,97,243,bajo,753,13520.933636363638,0.21082263891947922,-23396.502904
268.12,2013,3223,97,243,bajo,753,11912.799832258064,1.4886954423779504,-23166.352904000003
460.04,2018,4003,111,243,bajo,753,18593.686696891193,2.5543019965371934,-22974.432904
101.43,2022,3002,109,243,bajo,753,28270.918252788106,0.563174618530492,-23333.042904
88.66,2023,6107,97,243,bajo,753,23087.897503337783,0.49227113949436474,-23345.812904000002
214.91,2023,6069,97,243,bajo,753,23087.897503337783,1.1932550258147296,-23219.562904000002
37.97,2016,3208,97,243,bajo,753,13520.933636363638,0.21082263891947922,-23396.502904
57.52,2022,6088,97,243,bajo,753,28270.918252788106,0.31937103478136547,-23376.952904
55.12,2022,6081,97,243,bajo,753,28270.918252788106,0.3060454005067605,-23379.352904000003
18.4,2019,6202,97,243,bajo,753,10601.82814473684,0.10216319610530465,-23416.072904
113.75,2020,3292,80,243,bajo,753,58496.831775956285,0.6315795411401307,-23320.722904000002
286.14,2014,3169,97,243,bajo,753,12795.017135614702,1.5887487463897758,-23148.332904000003
12.51,2023,6046,97,243,bajo,753,23087.897503337783,0.06945986865637833,-23421.962904000004
111.3,2019,3292,80,243,bajo,753,10601.82814473684,0.6179762894848048,-23323.172904000003
63.63,2023,6051,97,243,bajo,753,23087.897503337783,0.3532958787054639,-23370.842904
82.76,2015,3076,97,243,bajo,753,18935.184909793814,0.45951228856929427,-23351.712904000004
779.69,2014,2431,68,243,medio,753,12795.017135614702,4.329109911486141,-22654.782904000003
947.0,2013,3273,97,243,medio,753,11912.799832258064,5.258073190854539,-22487.472904000002
326.26,2017,3029,97,243,bajo,753,18449.532506666666,1.8115089326802554,-23108.212904000004
101.79,2021,1621,124,243,bajo,753,27085.747595419845,0.5651734636716828,-23332.682904
65.01,2014,3212,97,243,bajo,753,12795.017135614702,0.3609581184133618,-23369.462904000004
187.02,2021,6214,97,243,bajo,753,27085.747595419845,1.0384000508485913,-23247.452904
92.13,2022,6071,97,243,bajo,753,28270.918252788106,0.5115377857163977,-23342.342904
106.28,2015,3184,97,243,bajo,753,18935.184909793814,0.5901035044604228,-23328.192904000003
92.99,2014,5456,30,243,bajo,753,12795.017135614702,0.5163128046647978,-23341.482904
236.47,2012,3193,97,243,bajo,753,9574.647017291067,1.3129636403815974,-23198.002904
55.18,2015,3201,97,243,bajo,753,18935.184909793814,0.3063785413636256,-23379.292904
89.93,2018,3106,97,243,bajo,753,18593.686696891193,0.49932262096467656,-23344.542904
45.98,2018,3166,97,243,bajo,753,18593.686696891193,0.25529694331097325,-23388.492904000002
89.93,2014,3108,97,243,bajo,753,12795.017135614702,0.49932262096467656,-23344.542904
18.39,2016,3039,97,243,bajo,753,13520.933636363638,0.10210767262916047,-23416.082904000003
93.73,2015,3094,97,243,bajo,753,18935.184909793814,0.5204215418994678,-23340.742904000002
180.02,2013,3363,124,243,bajo,753,11912.799832258064,0.9995336175476601,-23254.452904
75.94,2019,3214,97,243,bajo,753,10601.82814473684,0.42164527783895844,-23358.532904000003
16.29,2019,2992,47,243,bajo,753,10601.82814473684,0.09044774263888113,-23418.182904
92.99,2013,5456,30,243,bajo,753,11912.799832258064,0.5163128046647978,-23341.482904
174.24,2015,2913,124,243,bajo,753,18935.184909793814,0.9674410483363198,-23260.232904
18.4,2020,6205,97,243,bajo,753,58496.831775956285,0.10216319610530465,-23416.072904
143.07,2013,3183,97,243,bajo,753,11912.799832258064,0.7943743731948879,-23291.402904000002
141.56,2012,3121,97,243,bajo,753,9574.647017291067,0.7859903282971157,-23292.912904
127.9,2020,6151,97,243,bajo,753,58496.831775956285,0.7101452598841558,-23306.572904
187.02,2020,6213,97,243,bajo,753,58496.831775956285,1.0384000508485913,-23247.452904
32.2,2021,3300,80,243,bajo,753,27085.747595419845,0.17878559318428316,-23402.272904
22.99,2020,6157,97,243,bajo,753,58496.831775956285,0.12764847165548662,-23411.482904
101.43,2024,575,109,243,bajo,753,44752.81413533835,0.563174618530492,-23333.042904
27.59,2016,3148,97,243,bajo,753,13520.933636363638,0.1531892706818128,-23406.882904000002
21.25,2024,6117,97,243,bajo,753,44752.81413533835,0.11798738680639805,-23413.222904000002
43.96,2024,6105,97,243,bajo,753,44752.81413533835,0.24408120112984744,-23390.512904000003
2067.72,2023,2799,124,243,alto,753,23087.897503337783,11.480700209285898,-21366.752904
232.14,2024,6515,85,243,bajo,753,44752.81413533835,1.2889219752111643,-23202.332904000003
26.4,2024,6049,97,243,bajo,753,44752.81413533835,0.1465819770206545,-23408.072904
805.91,2019,2431,68,243,medio,753,10601.82814473684,4.4746924659362,-22628.562904000002
75.35,2021,2846,124,243,bajo,753,27085.747595419845,0.4183693927464514,-23359.122904000003
100.31,2018,3082,97,243,bajo,753,18593.686696891193,0.556955989202343,-23334.162904
14.39,2021,6222,97,243,bajo,753,27085.747595419845,0.07989828217148555,-23420.082904000003
37.97,2018,3209,97,243,bajo,753,18593.686696891193,0.21082263891947922,-23396.502904
98.19,2020,5456,30,243,bajo,753,58496.831775956285,0.5451850122597752,-23336.282904000003
36.78,2019,6142,97,243,bajo,753,10601.82814473684,0.20421534525832094,-23397.692904000003
82.76,2017,3097,97,243,bajo,753,18449.532506666666,0.45951228856929427,-23351.712904000004
1314.46,2017,4465,104,243,medio,753,18449.532506666666,7.298338845248846,-22120.012904000003
15.99,2022,793,47,243,bajo,753,28270.918252788106,0.08878203835455552,-23418.482904
396.19,2012,3268,97,243,bajo,753,9574.647017291067,2.199784601356557,-23038.282904000003
193.45,2016,3269,97,243,bajo,753,13520.933636363638,1.0741016460093036,-23241.022904
72.23,2012,3051,97,243,bajo,753,9574.647017291067,0.401046068189465,-23362.242904000002
13.6,2023,6112,97,243,bajo,753,23087.897503337783,0.07551192755609475,-23420.872904000003
12.9,2022,6114,97,243,bajo,753,28270.918252788106,0.07162528422600165,-23421.572904
81.26,2012,3072,97,243,bajo,753,9574.647017291067,0.45118376714766617,-23353.212904000004
81.26,2012,3231,97,243,bajo,753,9574.647017291067,0.45118376714766617,-23353.212904000004
81.26,2012,3228,97,243,bajo,753,9574.647017291067,0.45118376714766617,-23353.212904000004
12.91,2018,3114,97,243,bajo,753,18593.686696891193,0.07168080770214583,-23421.562904000002
68.09,2017,3044,97,243,bajo,753,18449.532506666666,0.37805934906577143,-23366.382904000002
73.57,2016,3056,97,243,bajo,753,13520.933636363638,0.40848621399278606,-23360.902904000002
214.91,2023,6067,97,243,bajo,753,23087.897503337783,1.1932550258147296,-23219.562904000002
83.95,2020,2947,77,243,bajo,753,58496.831775956285,0.4661195822304525,-23350.522904
95.77,2023,6234,97,243,bajo,753,23087.897503337783,0.5317483310328819,-23338.702904
221.25,2020,2922,109,243,bajo,753,58496.831775956285,1.2284569096901443,-23213.222904000002
313.64,2021,6138,97,243,bajo,753,27085.747595419845,1.741438305786291,-23120.832904000003
18.39,2021,6128,97,243,bajo,753,27085.747595419845,0.10210767262916047,-23416.082904000003
397.37,2016,2911,108,243,bajo,753,13520.933636363638,2.2063363715415716,-23037.102904000003
2315.81,2023,2798,124,243,alto,753,23087.897503337783,12.858182128947043,-21118.662904
96.78,2021,3284,109,243,bajo,753,27085.747595419845,0.5373562021234448,-23337.692904000003
22.28,2012,2865,80,243,bajo,753,9574.647017291067,0.12370630484924934,-23412.192904000003
7.68,2021,6173,97,243,bajo,753,27085.747595419845,0.04264202967873586,-23426.792904
82.76,2017,3233,97,243,bajo,753,18449.532506666666,0.45951228856929427,-23351.712904000004
14.85,2013,2857,80,243,bajo,753,11912.799832258064,0.08245236207411816,-23419.622904000003
13.53,2022,6111,97,243,bajo,753,28270.918252788106,0.07512326322308543,-23420.942904000003
154.5,2018,3293,80,243,bajo,753,18593.686696891193,0.857837706427694,-23279.972904000002
114.32,2014,2927,124,243,bajo,753,12795.017135614702,0.6347443792803493,-23320.152904000002
286.14,2018,3168,97,243,bajo,753,18593.686696891193,1.5887487463897758,-23148.332904000003
82.76,2019,6218,97,243,bajo,753,10601.82814473684,0.45951228856929427,-23351.712904000004
779.69,2015,2431,68,243,medio,753,18935.184909793814,4.329109911486141,-22654.782904000003
265.8,2015,3045,97,243,bajo,753,18935.184909793814,1.475813995912499,-23168.672904000003
75.35,2020,4696,124,243,bajo,753,58496.831775956285,0.4183693927464514,-23359.122904000003
52.27,2013,3017,97,243,bajo,753,11912.799832258064,0.2902212098056671,-23382.202904
34.65,2022,6058,97,243,bajo,753,28270.918252788106,0.19238884483960905,-23399.822904
153.34,2018,4003,111,243,bajo,753,18593.686696891193,0.8513969831949683,-23281.132904000002
82.76,2019,6215,97,243,bajo,753,10601.82814473684,0.45951228856929427,-23351.712904000004
56.35,2019,6220,97,243,bajo,753,10601.82814473684,0.3128747880724955,-23378.122904000003
99.6,2019,2932,124,243,bajo,753,10601.82814473684,0.5530138223961056,-23334.872904000003
956.2,2013,3030,97,243,medio,753,11912.799832258064,5.3091547889071915,-22478.272904
47.52,2015,3304,80,243,bajo,753,18935.184909793814,0.2638475586371781,-23386.952904
2358.36,2017,576,124,243,alto,753,18449.532506666666,13.09443451994056,-21076.112904
148.0,2012,2908,124,243,bajo,753,9574.647017291067,0.8217474469339723,-23286.472904000002
154.99,2019,3293,80,243,bajo,753,10601.82814473684,0.8605583567587592,-23279.482904
222.33,2022,512,124,243,bajo,753,28270.918252788106,1.2344534451137166,-23212.142904
199.59,2012,3109,97,243,bajo,753,9574.647017291067,1.1081930603618346,-23234.882904000002
22.99,2017,3099,97,243,bajo,753,18449.532506666666,0.12764847165548662,-23411.482904
118.18,2017,2934,97,243,bajo,753,18449.532506666666,0.6561764410720057,-23316.292904
36.12,2012,3266,97,243,bajo,753,9574.647017291067,0.20055079583280458,-23398.352904000003
184.27,2022,6068,97,243,bajo,753,28270.918252788106,1.0231310949089396,-23250.202904
7.68,2015,3138,97,243,bajo,753,18935.184909793814,0.04264202967873586,-23426.792904
18.08,2015,3397,108,243,bajo,753,18935.184909793814,0.10038644486869065,-23416.392904
91.08,2018,3298,80,243,bajo,753,18593.686696891193,0.5057078207212581,-23343.392904
294.47,2017,2924,109,243,bajo,753,18449.532506666666,1.634999802017884,-23140.002904
106.28,2014,3178,97,243,bajo,753,12795.017135614702,0.5901035044604228,-23328.192904000003
37.97,2021,6178,97,243,bajo,753,27085.747595419845,0.21082263891947922,-23396.502904
80.44,2018,3294,80,243,bajo,753,18593.686696891193,0.44663084210384274,-23354.032904000003
96.19,2020,3290,80,243,bajo,753,58496.831775956285,0.5340803170309377,-23338.282904000003
395.72,2013,3060,97,243,bajo,753,11912.799832258064,2.197174997977781,-23038.752904
45.91,2019,2988,47,243,bajo,753,10601.82814473684,0.2549082789779639,-23388.562904000002
79.5,2018,3360,77,243,bajo,753,18593.686696891193,0.44141163534628913,-23354.972904000002
192.63,2014,3069,97,243,bajo,753,12795.017135614702,1.0695487209654801,-23241.842904
91.08,2014,3286,80,243,bajo,753,12795.017135614702,0.5057078207212581,-23343.392904
286.14,2017,3173,97,243,bajo,753,18449.532506666666,1.5887487463897758,-23148.332904000003
153.05,2016,3293,80,243,bajo,753,13520.933636363638,0.8497868023867869,-23281.422904000003
19.62,2015,1554,29,243,bajo,753,18935.184909793814,0.10893706019489552,-23414.852904000003
56.35,2016,3244,97,243,bajo,753,13520.933636363638,0.3128747880724955,-23378.122904000003
56.35,2020,6221,97,243,bajo,753,58496.831775956285,0.3128747880724955,-23378.122904000003
37.13,2014,2867,80,243,bajo,753,12795.017135614702,0.2061586669233675,-23397.342904
36.78,2014,3219,97,243,bajo,753,12795.017135614702,0.20421534525832094,-23397.692904000003
96.09,2019,5456,30,243,bajo,753,10601.82814473684,0.5335250822694959,-23338.382904000002
15.99,2023,794,47,243,bajo,753,23087.897503337783,0.08878203835455552,-23418.482904
286.14,2014,3174,97,243,bajo,753,12795.017135614702,1.5887487463897758,-23148.332904000003
21.18,2013,2949,124,243,bajo,753,11912.799832258064,0.11759872247338873,-23413.292904
180.02,2015,3364,124,243,bajo,753,18935.184909793814,0.9995336175476601,-23254.452904
106.28,2016,3185,97,243,bajo,753,13520.933636363638,0.5901035044604228,-23328.192904000003
79.96,2018,3294,80,243,bajo,753,18593.686696891193,0.44396571524892176,-23354.512904000003
249.74,2021,1723,85,243,bajo,753,27085.747595419845,1.386643293224934,-23184.732904
92.08,2019,3298,80,243,bajo,753,10601.82814473684,0.5112601683356768,-23342.392904
45.98,2020,6183,97,243,bajo,753,58496.831775956285,0.25529694331097325,-23388.492904000002
166.98,2013,5484,108,106,bajo,44,11912.799832258064,0.302340041603483,-23267.492904000002
344.72,2020,3521,97,72,bajo,2,58496.831775956285,0.37829147713867145,-23089.752904
1477.79,2017,3772,83,72,medio,2,18449.532506666666,1.6217085228613286,-21956.682904
100.0,2024,6659,71,307,bajo,44,44752.81413533835,0.6959382512969758,-23334.472904000002
200.0,2024,6667,71,307,bajo,44,44752.81413533835,1.3918765025939517,-23234.472904000002
100.0,2019,6633,71,307,bajo,44,10601.82814473684,0.6959382512969758,-23334.472904000002
100.0,2022,6678,71,307,bajo,44,28270.918252788106,0.6959382512969758,-23334.472904000002
